event_id	pos_id	exon_a	exon_b	intron_a1	intron_a2	intron_b1	intron_b2	strand	gene_id	gene_name	label	SRR601500_junction_a1	SRR601500_junction_a2	SRR601500_junction_b1	SRR601500_junction_b2	SRR601500_PSI	SRR604528_junction_a1	SRR604528_junction_a2	SRR604528_junction_b1	SRR604528_junction_b2	SRR604528_PSI
MXE_424	MXE@chr1@188885@189020-189077@195259-195416@199837	chr1:189020-189077	chr1:195259-195416	chr1:188885-189020	chr1:189077-199837	chr1:188885-195259	chr1:195416-199837	-	ENSG00000310527.1	WASH9P	annotated	8	0	0	124	0.06060606060606061	0	0	0	82	0.0
MXE_425	MXE@chr1@196342228@196343056-196343105@196373140-196373248@196398563	chr1:196343056-196343105	chr1:196373140-196373248	chr1:196342228-196343056	chr1:196343105-196398563	chr1:196342228-196373140	chr1:196373248-196398563	-	ENSG00000162687.19	KCNT2	annotated	0	0	4	3		0	0	0	4	
MXE_426	MXE@chr1@207701618@207708178-207708263@207715312-207715397@207717464	chr1:207708178-207708263	chr1:207715312-207715397	chr1:207701618-207708178	chr1:207708263-207717464	chr1:207701618-207715312	chr1:207715397-207717464	+	ENSG00000197721.17	CR1L	annotated	0	0	0	0		0	0	0	1	
MXE_427	MXE@chr1@209661567@209662911-209663061@209690572-209690669@209724030	chr1:209662911-209663061	chr1:209690572-209690669	chr1:209661567-209662911	chr1:209663061-209724030	chr1:209661567-209690572	chr1:209690669-209724030	-	ENSG00000227591.7	HSD11B1-AS1	annotated	2	0	0	0		1	0	0	0	
MXE_428	MXE@chr1@209661567@209662911-209663061@209690572-209690669@209742497	chr1:209662911-209663061	chr1:209690572-209690669	chr1:209661567-209662911	chr1:209663061-209742497	chr1:209661567-209690572	chr1:209690669-209742497	-	ENSG00000227591.7	HSD11B1-AS1	annotated	2	0	0	0		1	0	0	0	
MXE_432	MXE@chr1@223962708@223964456-223964539@223964586-223964709@223973982	chr1:223964456-223964539	chr1:223964586-223964709	chr1:223962708-223964456	chr1:223964539-223973982	chr1:223962708-223964586	chr1:223964709-223973982	-	ENSG00000291068.2	ENSG00000291068	annotated	0	0	3	13		0	0	5	5	
MXE_433	MXE@chr1@223993047@224003520-224003654@224028827-224029127@224032116	chr1:224003520-224003654	chr1:224028827-224029127	chr1:223993047-224003520	chr1:224003654-224032116	chr1:223993047-224028827	chr1:224029127-224032116	+	ENSG00000290989.2	SEPTIN7P13	annotated	10	0	0	0		5	0	0	0	
MXE_434	MXE@chr1@224356993@224360495-224360563@224364109-224364455@224365879	chr1:224360495-224360563	chr1:224364109-224364455	chr1:224356993-224360495	chr1:224360563-224365879	chr1:224356993-224364109	chr1:224364455-224365879	+	ENSG00000143771.12	CNIH4	annotated	48	57	1	0	0.9905660377358491	27	32	0	0	1.0
MXE_438	MXE@chr1@227048010@227059373-227059389@227069777-227069853@227072208	chr1:227059373-227059389	chr1:227069777-227069853	chr1:227048010-227059373	chr1:227059389-227072208	chr1:227048010-227069777	chr1:227069853-227072208	-	ENSG00000143776.20	CDC42BPA	annotated	8	1	3	19	0.2903225806451613	2	1	9	14	0.11538461538461539
MXE_439	MXE@chr1@230933861@230936158-230936264@230939386-230939496@230940440	chr1:230936158-230936264	chr1:230939386-230939496	chr1:230933861-230936158	chr1:230936264-230940440	chr1:230933861-230939386	chr1:230939496-230940440	-	ENSG00000143643.13	TTC13	annotated	1	0	7	8		2	0	7	2	
MXE_441	MXE@chr1@23760863@23761031-23761151@23771734-23771883@23772111	chr1:23761031-23761151	chr1:23771734-23771883	chr1:23760863-23761031	chr1:23761151-23772111	chr1:23760863-23771734	chr1:23771883-23772111	-	ENSG00000236810.9	ELOA-AS1	annotated	1	8	0	1		0	3	0	2	
MXE_444	MXE@chr1@25565207@25581577-25581772@25585235-25585292@25590169	chr1:25581577-25581772	chr1:25585235-25585292	chr1:25565207-25581577	chr1:25581772-25590169	chr1:25565207-25585235	chr1:25585292-25590169	+	ENSG00000157978.13	LDLRAP1	annotated	0	0	0	0		0	0	0	1	
MXE_447	MXE@chr1@3492767@3493771-3493797@3493996-3494124@3494371	chr1:3493771-3493797	chr1:3493996-3494124	chr1:3492767-3493771	chr1:3493797-3494371	chr1:3492767-3493996	chr1:3494124-3494371	-	ENSG00000162591.17	MEGF6	annotated	3	0	0	8		5	0	0	4	
MXE_448	MXE@chr1@3524246@3546998-3547123@3579825-3579929@3595338	chr1:3546998-3547123	chr1:3579825-3579929	chr1:3524246-3546998	chr1:3547123-3595338	chr1:3524246-3579825	chr1:3579929-3595338	-	ENSG00000162591.17	MEGF6	annotated	0	0	1	0		0	0	0	0	
MXE_449	MXE@chr1@39541841@39545733-39545817@39547579-39547634@39548862	chr1:39545733-39545817	chr1:39547579-39547634	chr1:39541841-39545733	chr1:39545817-39548862	chr1:39541841-39547579	chr1:39547634-39548862	-	ENSG00000291129.2	PPIEL	annotated	36	0	0	3	0.9230769230769231	27	0	0	3	0.9
MXE_450	MXE@chr1@40723274@40723689-40723792@40735601-40735750@40738836	chr1:40723689-40723792	chr1:40735601-40735750	chr1:40723274-40723689	chr1:40723792-40738836	chr1:40723274-40735601	chr1:40735750-40738836	+	ENSG00000066136.21	NFYC	annotated	0	0	0	7		2	2	0	1	
MXE_451	MXE@chr1@44689874@44692928-44693020@44700923-44701119@44704089	chr1:44692928-44693020	chr1:44700923-44701119	chr1:44689874-44692928	chr1:44693020-44704089	chr1:44689874-44700923	chr1:44701119-44704089	+	ENSG00000198520.12	ARMH1	annotated	0	0	0	3		0	0	1	2	
MXE_452	MXE@chr1@44761983@44762229-44762295@44762346-44762451@44762545	chr1:44762229-44762295	chr1:44762346-44762451	chr1:44761983-44762229	chr1:44762295-44762545	chr1:44761983-44762346	chr1:44762451-44762545	+	ENSG00000142945.13	KIF2C	annotated	0	0	1	0		0	0	1	0	
MXE_453	MXE@chr1@58667921@58668430-58668566@58668632-58668682@58668984	chr1:58668430-58668566	chr1:58668632-58668682	chr1:58667921-58668430	chr1:58668566-58668984	chr1:58667921-58668632	chr1:58668682-58668984	-	ENSG00000162601.12	MYSM1	annotated	1	1	6	2		1	0	1	2	
MXE_456	MXE@chr1@59082708@59083428-59083520@59086403-59086596@59088015	chr1:59083428-59083520	chr1:59086403-59086596	chr1:59082708-59083428	chr1:59083520-59088015	chr1:59082708-59086403	chr1:59086596-59088015	+	ENSG00000234807.10	JUN-DT	annotated	0	0	0	0		0	0	0	1	
MXE_457	MXE@chr1@61592880@61615081-61615173@61625304-61625363@61641856	chr1:61615081-61615173	chr1:61625304-61625363	chr1:61592880-61615081	chr1:61615173-61641856	chr1:61592880-61625304	chr1:61625363-61641856	-	ENSG00000287224.2	ENSG00000287224	annotated	0	0	0	0		0	1	0	0	
MXE_462	MXE@chr1@74370392@74401839-74401957@74436080-74436132@74436474	chr1:74401839-74401957	chr1:74436080-74436132	chr1:74370392-74401839	chr1:74401957-74436474	chr1:74370392-74436080	chr1:74436132-74436474	+	ENSG00000116783.15	TNNI3K	annotated	1	0	10	10	0.047619047619047616	0	0	1	4	
MXE_463	MXE@chr1@81985355@81986901-81987029@81987289-81987341@81989657	chr1:81986901-81987029	chr1:81987289-81987341	chr1:81985355-81986901	chr1:81987029-81989657	chr1:81985355-81987289	chr1:81987341-81989657	+	ENSG00000117114.21	ADGRL2	annotated	83	6	0	0	1.0	13	1	2	0	
MXE_466	MXE@chr1@92263732@92266419-92266492@92266540-92266593@92266700	chr1:92266419-92266492	chr1:92266540-92266593	chr1:92263732-92266419	chr1:92266492-92266700	chr1:92263732-92266540	chr1:92266593-92266700	-	ENSG00000174842.17	GLMN	annotated	0	27	0	2	0.9310344827586207	0	11	0	0	
MXE_467	MXE@chr1@93305470@93309715-93309790@93315149-93315269@93318168	chr1:93309715-93309790	chr1:93315149-93315269	chr1:93305470-93309715	chr1:93309790-93318168	chr1:93305470-93315149	chr1:93315269-93318168	-	ENSG00000223745.9	CCDC18-AS1	annotated	2	0	0	0		1	0	1	0	
MXE_468	MXE@chr1@93324732@93330747-93330801@93331712-93331843@93333069	chr1:93330747-93330801	chr1:93331712-93331843	chr1:93324732-93330747	chr1:93330801-93333069	chr1:93324732-93331712	chr1:93331843-93333069	+	ENSG00000308261.1	ENSG00000308261	annotated	0	3	0	0		0	0	0	0	
MXE_469	MXE@chr1@94468007@94472173-94472242@94473766-94473835@94475143	chr1:94472173-94472242	chr1:94473766-94473835	chr1:94468007-94472173	chr1:94472242-94475143	chr1:94468007-94473766	chr1:94473835-94475143	+	ENSG00000117528.14	ABCD3	annotated	0	0	44	33	0.0	0	0	34	31	0.0
MXE_470	MXE@chr20@10218977@10227342-10227438@10243975-10244034@10259357	chr20:10227342-10227438	chr20:10243975-10244034	chr20:10218977-10227342	chr20:10227438-10259357	chr20:10218977-10243975	chr20:10244034-10259357	+	ENSG00000132639.15	SNAP25	annotated	2	0	17	0		0	0	3	2	
MXE_474	MXE@chr20@10998698@11000760-11001281@11004942-11005083@11026445	chr20:11000760-11001281	chr20:11004942-11005083	chr20:10998698-11000760	chr20:11001281-11026445	chr20:10998698-11004942	chr20:11005083-11026445	+	ENSG00000125899.9	LINC02871	annotated	0	0	0	0		1	0	0	0	
MXE_475	MXE@chr20@10998698@11000760-11001281@11005024-11005083@11026445	chr20:11000760-11001281	chr20:11005024-11005083	chr20:10998698-11000760	chr20:11001281-11026445	chr20:10998698-11005024	chr20:11005083-11026445	+	ENSG00000125899.9	LINC02871	annotated	0	0	0	0		1	0	0	0	
MXE_482	MXE@chr20@25309575@25317048-25317078@25319052-25319155@25320199	chr20:25317048-25317078	chr20:25319052-25319155	chr20:25309575-25317048	chr20:25317078-25320199	chr20:25309575-25319052	chr20:25319155-25320199	-	ENSG00000100997.20	ABHD12	annotated	0	267	2	5	0.9744525547445255	4	109	0	1	0.9912280701754386
MXE_483	MXE@chr20@25782135@25786701-25786988@25788731-25788921@25798303	chr20:25786701-25786988	chr20:25788731-25788921	chr20:25782135-25786701	chr20:25786988-25798303	chr20:25782135-25788731	chr20:25788921-25798303	-	ENSG00000175170.17	FAM182B	annotated	17	2	2	0		10	0	0	0	
MXE_484	MXE@chr20@25782135@25786701-25786988@25848661-25848948@25867953	chr20:25786701-25786988	chr20:25848661-25848948	chr20:25782135-25786701	chr20:25786988-25867953	chr20:25782135-25848661	chr20:25848948-25867953	-	ENSG00000175170.17	FAM182B	annotated	17	2	0	3		10	0	0	0	
MXE_485	MXE@chr20@26065784@26066562-26066637@26069132-26069204@26073770	chr20:26066562-26066637	chr20:26069132-26069204	chr20:26065784-26066562	chr20:26066637-26073770	chr20:26065784-26069132	chr20:26069204-26073770	+	ENSG00000125804.15	FAM182A	annotated	0	0	0	18		0	0	0	11	
MXE_497	MXE@chr20@31561736@31564119-31564218@31566210-31566295@31568078	chr20:31564119-31564218	chr20:31566210-31566295	chr20:31561736-31564119	chr20:31564218-31568078	chr20:31561736-31566210	chr20:31566295-31568078	+	ENSG00000101294.20	HM13	annotated	0	0	199	137	0.0	0	0	91	50	0.0
MXE_499	MXE@chr20@32651166@32651733-32651981@32656576-32657968@32704023	chr20:32651733-32651981	chr20:32656576-32657968	chr20:32651166-32651733	chr20:32651981-32704023	chr20:32651166-32656576	chr20:32657968-32704023	-	ENSG00000285382.1	ENSG00000285382	annotated	1	0	0	1		1	0	0	0	
MXE_500	MXE@chr20@35739017@35740824-35740887@35740952-35740989@35741941	chr20:35740824-35740887	chr20:35740952-35740989	chr20:35739017-35740824	chr20:35740887-35741941	chr20:35739017-35740952	chr20:35740989-35741941	-	ENSG00000131051.24	RBM39	annotated	140	120	0	24	0.9154929577464789	128	123	0	18	0.9330855018587361
MXE_501	MXE@chr20@35772079@35801491-35801605@35838355-35838442@35842573	chr20:35801491-35801605	chr20:35838355-35838442	chr20:35772079-35801491	chr20:35801605-35842573	chr20:35772079-35838355	chr20:35838442-35842573	+	ENSG00000025293.17	PHF20	annotated	16	33	0	0	1.0	4	11	0	0	
MXE_507	MXE@chr20@58819255@58826025-58826137@58841937-58842216@58850663	chr20:58826025-58826137	chr20:58841937-58842216	chr20:58819255-58826025	chr20:58826137-58850663	chr20:58819255-58841937	chr20:58842216-58850663	-	ENSG00000235590.10	GNAS-AS1	annotated	0	0	1	0		0	0	0	0	
MXE_508	MXE@chr20@58819255@58841937-58842216@58848752-58848917@58850663	chr20:58841937-58842216	chr20:58848752-58848917	chr20:58819255-58841937	chr20:58842216-58850663	chr20:58819255-58848752	chr20:58848917-58850663	-	ENSG00000235590.10	GNAS-AS1	annotated	1	0	0	0		0	0	0	0	
MXE_509	MXE@chr20@5968025@5972007-5972037@5972576-5972726@5973056	chr20:5972007-5972037	chr20:5972576-5972726	chr20:5968025-5972007	chr20:5972037-5973056	chr20:5968025-5972576	chr20:5972726-5973056	+	ENSG00000125885.13	MCM8	annotated	4	8	0	0		1	2	0	0	
MXE_511	MXE@chr21@15390618@15393971-15394043@15395000-15395129@15395463	chr21:15393971-15394043	chr21:15395000-15395129	chr21:15390618-15393971	chr21:15394043-15395463	chr21:15390618-15395000	chr21:15395129-15395463	-	ENSG00000229425.6	ENSG00000229425	annotated	3	1	0	6		0	0	0	0	
MXE_512	MXE@chr21@15390618@15393971-15394043@15395000-15395040@15395463	chr21:15393971-15394043	chr21:15395000-15395040	chr21:15390618-15393971	chr21:15394043-15395463	chr21:15390618-15395000	chr21:15395040-15395463	-	ENSG00000229425.6	ENSG00000229425	annotated	3	1	0	0		0	0	0	0	
MXE_518	MXE@chr21@43095743@43100453-43100519@43100577-43100614@43104315	chr21:43100453-43100519	chr21:43100577-43100614	chr21:43095743-43100453	chr21:43100519-43104315	chr21:43095743-43100577	chr21:43100614-43104315	-	ENSG00000160201.12	U2AF1	annotated	152	148	0	0	1.0	110	91	0	0	1.0
MXE_519	MXE@chr21@43095743@43100577-43100614@43101366-43101432@43104315	chr21:43100577-43100614	chr21:43101366-43101432	chr21:43095743-43100577	chr21:43100614-43104315	chr21:43095743-43101366	chr21:43101432-43104315	-	ENSG00000160201.12	U2AF1	annotated	0	0	78	76	0.0	0	0	59	51	0.0
MXE_522	MXE@chr21@6995032@6995141-6995190@6995222-6995324@6997592	chr21:6995141-6995190	chr21:6995222-6995324	chr21:6995032-6995141	chr21:6995190-6997592	chr21:6995032-6995222	chr21:6995324-6997592	-	ENSG00000280018.5	ENSG00000280018	annotated	0	0	0	2		0	0	0	2	
MXE_523	MXE@chr21@6995032@6995141-6995190@6995222-6995313@6997592	chr21:6995141-6995190	chr21:6995222-6995313	chr21:6995032-6995141	chr21:6995190-6997592	chr21:6995032-6995222	chr21:6995313-6997592	-	ENSG00000280018.5	ENSG00000280018	annotated	0	0	0	0		0	0	0	2	
MXE_532	MXE@chr22@12604739@12624242-12624333@12624356-12624584@12625317	chr22:12624242-12624333	chr22:12624356-12624584	chr22:12604739-12624242	chr22:12624333-12625317	chr22:12604739-12624356	chr22:12624584-12625317	+	ENSG00000310236.1	ENSG00000310236	annotated	0	2	0	0		0	1	0	0	
MXE_534	MXE@chr22@18992098@18994374-18994493@19012579-19012709@19014353	chr22:18994374-18994493	chr22:19012579-19012709	chr22:18992098-18994374	chr22:18994493-19014353	chr22:18992098-19012579	chr22:19012709-19014353	+	ENSG00000273032.4	DGCR5	annotated	0	1	0	0		0	0	0	0	
MXE_535	MXE@chr22@18992098@18994374-18994493@19010526-19010619@19014353	chr22:18994374-18994493	chr22:19010526-19010619	chr22:18992098-18994374	chr22:18994493-19014353	chr22:18992098-19010526	chr22:19010619-19014353	+	ENSG00000273032.4	DGCR5	annotated	0	1	0	3		0	0	0	1	
MXE_536	MXE@chr22@18992098@19010526-19010619@19012579-19012709@19014353	chr22:19010526-19010619	chr22:19012579-19012709	chr22:18992098-19010526	chr22:19010619-19014353	chr22:18992098-19012579	chr22:19012709-19014353	+	ENSG00000273032.4	DGCR5	annotated	0	3	0	0		0	1	0	0	
MXE_537	MXE@chr22@23764713@23764793-23764902@23765377-23765457@23765721	chr22:23764793-23764902	chr22:23765377-23765457	chr22:23764713-23764793	chr22:23764902-23765721	chr22:23764713-23765377	chr22:23765457-23765721	+	ENSG00000169314.15	C22orf15	annotated	0	0	0	0		1	0	0	0	
MXE_539	MXE@chr22@28719485@28724565-28724923@28724977-28725124@28725243	chr22:28724565-28724923	chr22:28724977-28725124	chr22:28719485-28724565	chr22:28724923-28725243	chr22:28719485-28724977	chr22:28725124-28725243	-	ENSG00000183765.24	CHEK2	annotated	0	1	2	6		0	0	1	0	
MXE_540	MXE@chr22@28712017@28724886-28724923@28724977-28725124@28725243	chr22:28724886-28724923	chr22:28724977-28725124	chr22:28712017-28724886	chr22:28724923-28725243	chr22:28712017-28724977	chr22:28725124-28725243	-	ENSG00000183765.24	CHEK2	annotated	0	1	0	6		0	0	0	0	
MXE_541	MXE@chr22@28719485@28724886-28724923@28724977-28725124@28725243	chr22:28724886-28724923	chr22:28724977-28725124	chr22:28719485-28724886	chr22:28724923-28725243	chr22:28719485-28724977	chr22:28725124-28725243	-	ENSG00000183765.24	CHEK2	annotated	0	1	2	6		0	0	1	0	
MXE_542	MXE@chr22@29287134@29288606-29288786@29288987-29289062@29291565	chr22:29288606-29288786	chr22:29288987-29289062	chr22:29287134-29288606	chr22:29288786-29291565	chr22:29287134-29288987	chr22:29289062-29291565	+	ENSG00000182944.18	EWSR1	annotated	340	73	0	0	1.0	175	42	0	0	1.0
MXE_545	MXE@chr22@38140169@38143105-38143288@38145563-38145653@38169218	chr22:38143105-38143288	chr22:38145563-38145653	chr22:38140169-38143105	chr22:38143288-38169218	chr22:38140169-38145563	chr22:38145653-38169218	-	ENSG00000184381.20	PLA2G6	annotated	53	0	0	50	0.5145631067961165	18	0	0	13	
MXE_546	MXE@chr22@38657143@38665546-38665685@38667569-38667662@38668017	chr22:38665546-38665685	chr22:38667569-38667662	chr22:38657143-38665546	chr22:38665685-38668017	chr22:38657143-38667569	chr22:38667662-38668017	+	ENSG00000100211.12	CBY1	annotated	0	0	0	0		0	1	0	0	
MXE_548	MXE@chr22@43887651@43889329-43889495@43891062-43891294@43891688	chr22:43889329-43889495	chr22:43891062-43891294	chr22:43887651-43889329	chr22:43889495-43891688	chr22:43887651-43891062	chr22:43891294-43891688	-	ENSG00000100341.13	PNPLA5	annotated	11	0	0	4		0	0	0	0	
MXE_549	MXE@chr22@43955598@43963070-43963226@43963286-43963396@43964452	chr22:43963070-43963226	chr22:43963286-43963396	chr22:43955598-43963070	chr22:43963226-43964452	chr22:43955598-43963286	chr22:43963396-43964452	+	ENSG00000100347.15	SAMM50	annotated	0	0	43	77	0.0	0	0	11	11	0.0
MXE_550	MXE@chr22@46912188@46913334-46913446@46974290-46974399@46997634	chr22:46913334-46913446	chr22:46974290-46974399	chr22:46912188-46913334	chr22:46913446-46997634	chr22:46912188-46974290	chr22:46974399-46997634	+	ENSG00000054611.14	TBC1D22A	annotated	0	0	35	48	0.0	0	0	16	44	0.0
MXE_553	MXE@chr2@108593936@108594471-108594622@108659605-108659764@108670781	chr2:108594471-108594622	chr2:108659605-108659764	chr2:108593936-108594471	chr2:108594622-108670781	chr2:108593936-108659605	chr2:108659764-108670781	+	ENSG00000169756.17	LIMS1	annotated	0	0	0	18		0	0	0	16	
MXE_554	MXE@chr2@109567976@109574581-109574767@109593047-109593119@109613798	chr2:109574581-109574767	chr2:109593047-109593119	chr2:109567976-109574581	chr2:109574767-109613798	chr2:109567976-109593047	chr2:109593119-109613798	-	ENSG00000186522.15	SEPTIN10	annotated	5	0	0	4		17	0	0	8	
MXE_556	MXE@chr2@112089718@112091712-112091783@112095228-112095299@112097044	chr2:112091712-112091783	chr2:112095228-112095299	chr2:112089718-112091712	chr2:112091783-112097044	chr2:112089718-112095228	chr2:112095299-112097044	+	ENSG00000153214.11	TMEM87B	annotated	5	4	2	5		8	3	0	3	
MXE_558	MXE@chr2@113856224@113861274-113861418@113861464-113861561@113890893	chr2:113861274-113861418	chr2:113861464-113861561	chr2:113856224-113861274	chr2:113861418-113890893	chr2:113856224-113861464	chr2:113861561-113890893	-	ENSG00000228857.4	ACTR3-AS1	annotated	0	0	0	0		0	0	0	2	
MXE_559	MXE@chr2@113843353@113861274-113861418@113861464-113861561@113861934	chr2:113861274-113861418	chr2:113861464-113861561	chr2:113843353-113861274	chr2:113861418-113861934	chr2:113843353-113861464	chr2:113861561-113861934	-	ENSG00000228857.4	ACTR3-AS1	annotated	0	0	5	0		0	0	2	0	
MXE_560	MXE@chr2@119630901@119638130-119638220@119638259-119638417@119639781	chr2:119638130-119638220	chr2:119638259-119638417	chr2:119630901-119638130	chr2:119638220-119639781	chr2:119630901-119638259	chr2:119638417-119639781	+	ENSG00000163075.13	CFAP221	annotated	1	1	11	10	0.08695652173913043	0	0	3	5	
MXE_562	MXE@chr2@139359567@139364453-139364570@139366042-139366202@139366939	chr2:139364453-139364570	chr2:139366042-139366202	chr2:139359567-139364453	chr2:139364570-139366939	chr2:139359567-139366042	chr2:139366202-139366939	+	ENSG00000226939.2	ENSG00000226939	annotated	0	2	0	1		0	3	0	4	
MXE_565	MXE@chr2@151531896@151533442-151533546@151534215-151534319@151535691	chr2:151533442-151533546	chr2:151534215-151534319	chr2:151531896-151533442	chr2:151533546-151535691	chr2:151531896-151534215	chr2:151534319-151535691	-	ENSG00000183091.21	NEB	annotated	0	0	3	0		1	2	0	0	
MXE_566	MXE@chr2@151839379@151841903-151842088@151869177-151872493@151876426	chr2:151841903-151842088	chr2:151869177-151872493	chr2:151839379-151841903	chr2:151842088-151876426	chr2:151839379-151869177	chr2:151872493-151876426	-	ENSG00000182389.20	CACNB4	annotated	14	0	0	11		5	0	0	1	
MXE_567	MXE@chr2@152144013@152144738-152144836@152144888-152144957@152147162	chr2:152144738-152144836	chr2:152144888-152144957	chr2:152144013-152144738	chr2:152144836-152147162	chr2:152144013-152144888	chr2:152144957-152147162	-	ENSG00000115145.10	STAM2	annotated	0	0	14	17	0.0	0	0	11	10	0.0
MXE_571	MXE@chr2@165162828@165163618-165163709@165163802-165163893@165164392	chr2:165163618-165163709	chr2:165163802-165163893	chr2:165162828-165163618	chr2:165163709-165164392	chr2:165162828-165163802	chr2:165163893-165164392	-	ENSG00000153253.20	SCN3A	annotated	7	9	0	0		1	2	0	0	
MXE_572	MXE@chr2@166051988@166052852-166052943@166053039-166053130@166054638	chr2:166052852-166052943	chr2:166053039-166053130	chr2:166051988-166052852	chr2:166052943-166054638	chr2:166051988-166053039	chr2:166053130-166054638	-	ENSG00000144285.24	SCN1A	annotated	8	7	0	0		2	3	0	0	
MXE_573	MXE@chr2@166303302@166304031-166304122@166304238-166304329@166305792	chr2:166304031-166304122	chr2:166304238-166304329	chr2:166303302-166304031	chr2:166304122-166305792	chr2:166303302-166304238	chr2:166304329-166305792	-	ENSG00000169432.19	SCN9A	annotated	0	0	0	1		0	0	0	1	
MXE_576	MXE@chr2@186215090@186305162-186305219@186316288-186316443@186456715	chr2:186305162-186305219	chr2:186316288-186316443	chr2:186215090-186305162	chr2:186305219-186456715	chr2:186215090-186316288	chr2:186316443-186456715	-	ENSG00000237877.9	LINC01473	annotated	0	1	0	1		0	0	0	0	
MXE_577	MXE@chr2@186249732@186316288-186316443@186418949-186419085@186456715	chr2:186316288-186316443	chr2:186418949-186419085	chr2:186249732-186316288	chr2:186316443-186456715	chr2:186249732-186418949	chr2:186419085-186456715	-	ENSG00000237877.9	LINC01473	annotated	0	1	0	0		0	0	0	0	
MXE_579	MXE@chr2@196773153@196773669-196773726@196775116-196775251@196776010	chr2:196773669-196773726	chr2:196775116-196775251	chr2:196773153-196773669	chr2:196773726-196776010	chr2:196773153-196775116	chr2:196775251-196776010	-	ENSG00000119041.11	GTF3C3	annotated	0	0	26	30	0.0	0	0	7	11	
MXE_581	MXE@chr2@223770296@223775901-223776009@223776059-223776158@223777691	chr2:223775901-223776009	chr2:223776059-223776158	chr2:223770296-223775901	chr2:223776009-223777691	chr2:223770296-223776059	chr2:223776158-223777691	-	ENSG00000152056.18	AP1S3	annotated	2	0	0	3		0	0	0	0	
MXE_582	MXE@chr2@223770296@223775901-223776009@223776093-223776158@223777691	chr2:223775901-223776009	chr2:223776093-223776158	chr2:223770296-223775901	chr2:223776009-223777691	chr2:223770296-223776093	chr2:223776158-223777691	-	ENSG00000152056.18	AP1S3	unannotated	2	0	2	3		0	0	0	0	
MXE_583	MXE@chr2@223770338@223775901-223776009@223776093-223776158@223777691	chr2:223775901-223776009	chr2:223776093-223776158	chr2:223770338-223775901	chr2:223776009-223777691	chr2:223770338-223776093	chr2:223776158-223777691	-	ENSG00000152056.18	AP1S3	annotated	1	0	0	3		0	0	0	0	
MXE_584	MXE@chr2@223772652@223775901-223776009@223776049-223776158@223777691	chr2:223775901-223776009	chr2:223776049-223776158	chr2:223772652-223775901	chr2:223776009-223777691	chr2:223772652-223776049	chr2:223776158-223777691	-	ENSG00000152056.18	AP1S3	annotated	0	0	0	3		0	0	0	0	
MXE_586	MXE@chr2@231222820@231225130-231225175@231226774-231226798@231235224	chr2:231225130-231225175	chr2:231226774-231226798	chr2:231222820-231225130	chr2:231225175-231235224	chr2:231222820-231226774	chr2:231226798-231235224	+	ENSG00000135931.19	ARMC9	annotated	0	0	23	22	0.0	0	0	9	7	
MXE_587	MXE@chr2@231222820@231225130-231225175@231226777-231226798@231235224	chr2:231225130-231225175	chr2:231226777-231226798	chr2:231222820-231225130	chr2:231225175-231235224	chr2:231222820-231226777	chr2:231226798-231235224	+	ENSG00000135931.19	ARMC9	annotated	0	0	1	22	0.0	0	0	0	7	
MXE_588	MXE@chr2@231494866@231497095-231497252@231507169-231507255@231509178	chr2:231497095-231497252	chr2:231507169-231507255	chr2:231494866-231497095	chr2:231497252-231509178	chr2:231494866-231507169	chr2:231507255-231509178	-	ENSG00000181798.5	LINC00471	annotated	0	0	0	0		0	0	0	1	
MXE_593	MXE@chr2@271939@272037-272150@272192-272305@275140	chr2:272037-272150	chr2:272192-272305	chr2:271939-272037	chr2:272150-275140	chr2:271939-272192	chr2:272305-275140	+	ENSG00000143727.16	ACP1	annotated	192	123	46	71	0.7291666666666666	93	69	21	41	0.7232142857142857
MXE_594	MXE@chr2@27312772@27312994-27313074@27317078-27317234@27322448	chr2:27312994-27313074	chr2:27317078-27317234	chr2:27312772-27312994	chr2:27313074-27322448	chr2:27312772-27317078	chr2:27317234-27322448	-	ENSG00000115204.15	MPV17	annotated	143	5	0	4	0.9736842105263158	88	3	1	2	0.9680851063829787
MXE_595	MXE@chr2@27312772@27312994-27313154@27317078-27317234@27322448	chr2:27312994-27313154	chr2:27317078-27317234	chr2:27312772-27312994	chr2:27313154-27322448	chr2:27312772-27317078	chr2:27317234-27322448	-	ENSG00000115204.15	MPV17	annotated	143	0	0	4	0.9727891156462585	88	0	1	2	0.967032967032967
MXE_596	MXE@chr2@2966675@3026037-3026503@3064831-3065122@3129914	chr2:3026037-3026503	chr2:3064831-3065122	chr2:2966675-3026037	chr2:3026503-3129914	chr2:2966675-3064831	chr2:3065122-3129914	-	ENSG00000234423.3	LINC01250	annotated	0	1	0	0		0	0	0	0	
MXE_597	MXE@chr2@33600838@33610775-33610912@33652313-33652390@33655760	chr2:33610775-33610912	chr2:33652313-33652390	chr2:33600838-33610775	chr2:33610912-33655760	chr2:33600838-33652313	chr2:33652390-33655760	+	ENSG00000286415.2	ENSG00000286415	annotated	0	0	0	0		0	1	0	0	
MXE_600	MXE@chr2@33599476@33657520-33657955@33662973-33663126@33663883	chr2:33657520-33657955	chr2:33662973-33663126	chr2:33599476-33657520	chr2:33657955-33663883	chr2:33599476-33662973	chr2:33663126-33663883	+	ENSG00000286415.2	ENSG00000286415	annotated	0	1	0	0		0	0	0	0	
